timestamp,x,y,left_button_holding,right_button_holding
1786493817.947000,-30,-39,True,False
1786493817.959000,-25,-38,True,False
1786493817.966000,-20,-38,True,False
1786493817.973000,-16,-38,True,False
1786493817.990000,-7,-35,True,False
1786493818.009000,-5,-35,False,False
1786493818.893000,77,29,False,False
1786493818.893000,77,29,True,False
1786493818.927000,80,29,True,False
1786493818.945000,81,26,True,False
1786493818.958000,83,23,True,False
1786493818.972000,88,14,True,False
1786493818.980000,90,9,True,False
1786493818.987000,90,6,True,False
1786493819.000000,90,4,True,False
1786493819.007000,90,1,True,False
1786493819.023000,92,-8,True,False
1786493819.035000,92,-13,True,False
1786493819.042000,92,-15,True,False
1786493819.049000,92,-18,True,False
1786493819.063000,92,-21,True,False
1786493819.077000,92,-30,True,False
1786493819.090000,87,-34,True,False
1786493819.098000,87,-37,True,False
1786493819.104000,87,-40,True,False
1786493819.112000,87,-43,True,False
1786493819.129000,81,-45,True,False
1786493819.139000,79,-50,True,False
1786493819.147000,76,-50,True,False
1786493819.154000,74,-52,True,False
1786493819.167000,70,-56,True,False
1786493819.181000,67,-59,True,False
1786493819.188000,62,-64,True,False
1786493819.195000,56,-64,True,False
1786493819.202000,52,-67,True,False
1786493819.217000,50,-67,True,False
1786493819.230000,47,-67,True,False
1786493819.237000,47,-70,True,False
1786493819.243000,47,-72,True,False
1786493819.259000,44,-72,True,False
1786493819.286000,41,-72,True,False
1786493819.320000,38,-72,True,False
1786493819.334000,35,-72,True,False
1786493819.341000,32,-72,True,False
1786493819.348000,32,-75,True,False
1786493819.362000,30,-75,True,False
1786493819.444000,30,-72,False,False
1786493819.811000,53,20,False,False
1786493819.811000,53,20,True,False
1786493819.828000,58,20,True,False
1786493819.841000,58,17,True,False
1786493819.847000,58,14,True,False
1786493819.855000,59,9,True,False
1786493819.868000,62,5,True,False
1786493819.882000,62,3,True,False
1786493819.889000,66,-2,True,False
1786493819.897000,69,-3,True,False
1786493819.910000,69,-6,True,False
1786493819.917000,69,-9,True,False
1786493819.933000,69,-17,True,False
1786493819.950000,69,-22,True,False
1786493819.977000,69,-25,True,False
1786493819.995000,69,-28,True,False
1786493820.012000,71,-28,False,False
1786493820.729000,164,6,False,False
1786493820.729000,164,6,True,False
1786493820.747000,164,9,True,False
1786493820.757000,161,9,True,False
1786493820.765000,157,9,True,False
1786493820.773000,152,9,True,False
1786493820.791000,149,9,True,False
1786493820.853000,146,9,True,False
1786493820.869000,144,2,True,False
1786493820.882000,142,-1,True,False
1786493820.889000,140,-2,True,False
1786493820.897000,137,-5,True,False
1786493820.910000,137,-8,True,False
1786493820.924000,137,-11,True,False
1786493820.938000,137,-14,True,False
1786493820.945000,137,-16,True,False
1786493820.957000,137,-19,True,False
1786493820.974000,137,-28,True,False
1786493820.986000,137,-33,True,False
1786493820.993000,137,-37,True,False
1786493821.001000,137,-41,True,False
1786493821.014000,137,-44,True,False
1786493821.028000,140,-50,True,False
1786493821.042000,140,-55,True,False
1786493821.049000,140,-58,True,False
1786493821.063000,140,-61,True,False
1786493821.079000,140,-64,True,False
1786493821.090000,140,-67,True,False
1786493821.104000,143,-70,True,False
1786493821.118000,146,-73,True,False
1786493821.125000,148,-75,True,False
1786493821.142000,151,-75,True,False
1786493821.153000,154,-75,True,False
1786493821.167000,157,-75,True,False
1786493821.180000,160,-75,True,False
1786493821.195000,163,-75,True,False
1786493821.211000,165,-75,True,False
1786493821.223000,165,-72,True,False
1786493821.237000,165,-70,True,False
1786493821.254000,168,-70,True,False
1786493821.264000,168,-67,True,False
1786493821.281000,171,-64,True,False
1786493821.298000,174,-61,True,False
1786493821.316000,174,-58,True,False
1786493821.333000,177,-58,True,False
1786493821.377000,177,-56,True,False
1786493821.386000,177,-52,False,False
1786493821.867000,222,5,False,False
1786493821.867000,222,5,True,False
1786493821.902000,219,6,True,False
1786493821.946000,216,9,True,False
1786493821.989000,214,9,True,False
1786493822.016000,211,9,True,False
1786493822.060000,211,7,True,False
1786493822.078000,208,7,True,False
1786493822.090000,208,5,True,False
1786493822.104000,205,3,True,False
1786493822.126000,203,-1,True,False
1786493822.132000,203,-3,True,False
1786493822.139000,203,-7,True,False
1786493822.163000,203,-10,True,False
1786493822.174000,203,-13,True,False
1786493822.188000,203,-15,True,False
1786493822.201000,203,-18,True,False
1786493822.217000,203,-27,True,False
1786493822.229000,203,-32,True,False
1786493822.236000,203,-34,True,False
1786493822.243000,205,-37,True,False
1786493822.257000,205,-40,True,False
1786493822.271000,208,-43,True,False
1786493822.287000,208,-45,True,False
1786493822.357000,210,-48,True,False
1786493822.374000,212,-50,True,False
1786493822.444000,215,-50,True,False
1786493822.479000,217,-50,True,False
1786493822.514000,225,-52,True,False
1786493822.527000,230,-52,True,False
1786493822.535000,233,-52,True,False
1786493822.542000,236,-52,True,False
1786493822.619000,239,-52,True,False
1786493822.637000,241,-52,True,False
1786493822.743000,243,-52,True,False
1786493822.768000,245,-51,True,False
1786493822.792000,252,-45,True,False
1786493822.838000,257,-40,True,False
1786493822.899000,257,-35,False,False
1786493823.389000,272,30,False,False
1786493823.389000,272,30,True,False
1786493823.442000,272,32,True,False
1786493823.459000,272,30,True,False
1786493823.478000,275,30,True,False
1786493823.486000,278,30,True,False
1786493823.503000,280,30,True,False
1786493823.514000,283,30,True,False
1786493823.713000,283,27,True,False
1786493823.723000,283,24,True,False
1786493823.737000,283,22,True,False
1786493823.750000,279,14,True,False
1786493823.757000,279,8,True,False
1786493823.766000,279,5,True,False
1786493823.778000,279,3,True,False
1786493823.785000,279,0,True,False
1786493823.801000,279,-6,True,False
1786493823.813000,279,-8,True,False
1786493823.820000,279,-11,True,False
1786493823.826000,279,-14,True,False
1786493823.871000,279,-16,True,False
1786493823.888000,279,-19,True,False
1786493823.905000,288,-26,True,False
1786493823.917000,293,-32,True,False
1786493823.924000,296,-35,True,False
1786493823.932000,300,-38,True,False
1786493823.944000,304,-40,True,False
1786493823.951000,307,-43,True,False
1786493823.967000,310,-43,True,False
1786493823.993000,309,-46,True,False
1786493824.089000,309,-52,True,False
1786493824.098000,309,-61,True,False
1786493824.111000,307,-65,True,False
1786493824.118000,304,-70,True,False
1786493824.125000,304,-75,True,False
1786493824.139000,302,-83,True,False
1786493824.153000,298,-97,True,False
1786493824.160000,293,-99,True,False
1786493824.168000,293,-102,True,False
1786493824.180000,293,-105,True,False
1786493824.256000,296,-107,True,False
1786493824.265000,298,-108,True,False
1786493824.278000,306,-109,True,False
1786493824.291000,336,-112,True,False
1786493824.305000,352,-112,True,False
1786493824.313000,363,-116,True,False
1786493824.320000,369,-116,True,False
1786493824.334000,372,-113,False,False
1786493825.744000,396,-23,False,False
1786493825.744000,396,-23,True,False
1786493825.805000,394,-23,True,False
1786493825.813000,394,-20,True,False
1786493825.839000,392,-17,True,False
1786493825.909000,389,-17,True,False
1786493825.918000,389,-14,True,False
1786493825.931000,386,-12,True,False
1786493825.953000,383,-9,True,False
1786493826.032000,383,-7,True,False
1786493826.172000,381,-7,True,False
1786493826.198000,379,-7,True,False
1786493826.224000,376,-10,True,False
1786493826.237000,376,-13,True,False
1786493826.252000,376,-15,True,False
1786493826.277000,376,-18,True,False
1786493826.286000,374,-18,True,False
1786493826.299000,374,-21,True,False
1786493826.306000,375,-24,True,False
1786493826.321000,375,-29,True,False
1786493826.334000,375,-32,True,False
1786493826.340000,375,-34,True,False
1786493826.347000,375,-37,True,False
1786493826.373000,373,-46,True,False
1786493826.391000,373,-51,True,False
1786493826.403000,373,-53,True,False
1786493826.409000,373,-56,True,False
1786493826.435000,374,-66,True,False
1786493826.444000,380,-71,True,False
1786493826.458000,380,-73,True,False
1786493826.592000,384,-74,True,False
1786493826.605000,387,-74,True,False
1786493826.611000,390,-74,True,False
1786493826.618000,393,-74,True,False
1786493826.632000,395,-73,True,False
1786493826.638000,398,-71,True,False
1786493826.646000,401,-71,True,False
1786493826.653000,401,-69,True,False
1786493826.662000,404,-69,True,False
1786493826.673000,407,-69,True,False
1786493826.681000,410,-71,True,False
1786493826.688000,412,-77,True,False
1786493826.872000,412,-75,True,False
1786493826.889000,412,-72,True,False
1786493826.903000,412,-70,True,False
1786493826.909000,412,-67,True,False
1786493826.925000,410,-59,True,False
1786493826.938000,410,-53,True,False
1786493826.944000,407,-51,True,False
1786493826.952000,407,-48,True,False
1786493826.965000,407,-45,True,False
1786493826.980000,404,-42,True,False
1786493826.986000,404,-39,True,False
1786493827.003000,401,-36,True,False
1786493827.030000,401,-33,True,False
1786493827.407000,406,-37,True,False
1786493827.422000,410,-41,True,False
1786493827.438000,412,-43,True,False
1786493827.444000,414,-46,True,False
1786493827.452000,414,-49,True,False
1786493827.458000,417,-52,True,False
1786493827.476000,420,-54,True,False
1786493827.494000,420,-57,True,False
1786493827.511000,423,-60,True,False
1786493827.520000,423,-63,True,False
1786493827.528000,426,-63,True,False
1786493827.546000,429,-63,True,False
1786493827.624000,431,-63,True,False
1786493827.668000,433,-65,True,False
1786493827.681000,436,-65,True,False
1786493827.694000,444,-68,True,False
1786493827.708000,450,-73,False,False
1786493828.230000,460,13,False,False
1786493828.230000,460,13,True,False
1786493828.236000,462,10,True,False
1786493828.243000,462,5,True,False
1786493828.251000,465,3,True,False
1786493828.257000,465,1,True,False
1786493828.264000,468,0,True,False
1786493828.273000,469,-3,True,False
1786493828.284000,473,-6,True,False
1786493828.292000,473,-9,True,False
1786493828.299000,476,-12,True,False
1786493828.313000,479,-14,True,False
1786493828.319000,482,-17,True,False
1786493828.327000,484,-20,True,False
1786493828.334000,487,-25,True,False
1786493828.341000,489,-28,True,False
1786493828.354000,489,-32,True,False
1786493828.361000,490,-36,True,False
1786493828.377000,499,-44,True,False
1786493828.389000,502,-44,True,False
1786493828.396000,506,-49,True,False
1786493828.413000,508,-52,False,False
1786493828.833000,499,21,False,False
1786493828.833000,499,21,True,False
1786493828.849000,499,18,True,False
1786493828.861000,499,16,True,False
1786493828.869000,502,13,True,False
1786493828.876000,504,10,True,False
1786493828.893000,508,-6,True,False
1786493828.903000,514,-19,True,False
1786493828.917000,519,-26,True,False
1786493828.923000,523,-32,True,False
1786493828.931000,524,-35,True,False
1786493828.947000,526,-45,True,False
1786493828.958000,532,-53,True,False
1786493828.966000,535,-56,True,False
1786493828.972000,535,-59,True,False
1786493828.986000,538,-62,True,False
1786493829.001000,541,-68,True,False
1786493829.086000,544,-68,False,False
1786493829.891000,564,-60,False,False
1786493829.891000,564,-60,True,False
1786493829.943000,566,-60,True,False
1786493829.952000,570,-57,True,False
1786493829.965000,575,-57,True,False
1786493829.972000,581,-57,True,False
1786493829.987000,596,-52,True,False
1786493830.000000,601,-52,True,False
1786493830.007000,603,-52,False,False
1786493830.627000,632,13,False,False
1786493830.627000,632,13,True,False
1786493830.661000,632,10,True,False
1786493830.674000,634,6,True,False
1786493830.680000,636,1,True,False
1786493830.687000,639,-6,True,False
1786493830.702000,642,-14,True,False
1786493830.708000,643,-20,True,False
1786493830.715000,647,-27,True,False
1786493830.730000,650,-35,True,False
1786493830.736000,652,-42,True,False
1786493830.743000,655,-48,True,False
1786493830.750000,660,-52,True,False
1786493830.757000,661,-57,True,False
1786493830.771000,664,-60,True,False
1786493830.778000,664,-63,True,False
1786493830.793000,664,-66,True,False
1786493830.806000,666,-69,True,False
1786493830.812000,666,-71,True,False
1786493830.906000,666,-67,True,False
1786493830.916000,664,-65,True,False
1786493830.924000,664,-62,True,False
1786493830.931000,663,-59,True,False
1786493830.944000,661,-56,True,False
1786493830.951000,660,-53,True,False
1786493830.958000,658,-51,True,False
1786493830.972000,658,-48,True,False
1786493830.976000,658,-44,False,False
1786493831.397000,643,14,False,False
1786493831.397000,643,14,True,False
1786493831.465000,647,14,True,False
1786493831.483000,656,17,True,False
1786493831.493000,660,17,True,False
1786493831.507000,663,17,True,False
1786493831.514000,666,17,True,False
1786493831.520000,669,17,True,False
1786493831.535000,672,17,True,False
1786493831.552000,675,17,True,False
1786493831.588000,678,17,True,False
1786493831.597000,680,14,True,False
1786493831.617000,683,11,True,False
1786493831.641000,691,4,True,False
1786493831.667000,691,-2,True,False
1786493831.711000,691,-4,True,False
1786493831.737000,691,-7,True,False
1786493831.750000,688,-7,True,False
1786493831.757000,688,-10,True,False
1786493831.772000,680,-10,True,False
1786493831.784000,675,-14,True,False
1786493831.799000,671,-16,True,False
1786493831.813000,668,-17,True,False
1786493831.819000,666,-17,True,False
1786493831.826000,663,-20,True,False
1786493831.833000,660,-20,True,False
1786493831.851000,658,-20,True,False
1786493831.895000,656,-20,True,False
1786493831.912000,656,-23,True,False
1786493831.924000,653,-23,False,False
1786493875.707000,700,-39,False,False
1786493875.707000,700,-39,True,False
1786493875.803000,713,-39,True,False
1786493875.812000,720,-37,True,False
1786493875.826000,725,-34,True,False
1786493875.832000,731,-34,True,False
1786493875.839000,737,-33,True,False
1786493875.853000,748,-27,True,False
1786493875.860000,752,-27,True,False
1786493875.867000,754,-27,True,False
1786493875.874000,757,-27,True,False
1786493875.883000,760,-26,True,False
1786493875.908000,766,-23,True,False
1786493875.960000,769,-23,True,False
1786493876.074000,769,-21,True,False
1786493876.089000,769,-18,True,False
1786493876.103000,766,-15,True,False
1786493876.117000,766,-13,True,False
1786493876.131000,757,-8,True,False
1786493876.138000,757,-5,True,False
1786493876.144000,754,-3,True,False
1786493876.165000,752,-2,True,False
1786493876.180000,747,1,True,False
1786493876.205000,747,6,True,False
1786493876.232000,744,6,True,False
1786493876.242000,744,9,True,False
1786493876.389000,741,9,True,False
1786493876.442000,739,2,True,False
1786493876.451000,739,-3,True,False
1786493876.464000,736,-6,True,False
1786493876.478000,736,-9,True,False
1786493876.494000,731,-17,True,False
1786493876.521000,731,-22,True,False
1786493876.556000,731,-25,True,False
1786493876.569000,731,-28,True,False
1786493876.583000,731,-31,True,False
1786493876.600000,734,-33,True,False
1786493876.634000,734,-36,True,False
1786493876.668000,736,-36,True,False
1786493876.679000,736,-39,True,False
1786493876.704000,739,-39,True,False
1786493876.714000,739,-42,True,False
1786493876.731000,742,-42,True,False
1786493876.741000,742,-45,True,False
1786493876.818000,745,-45,True,False
1786493876.836000,745,-48,True,False
1786493876.846000,748,-48,True,False
1786493876.853000,751,-48,True,False
1786493876.871000,758,-48,True,False
1786493876.888000,764,-48,True,False
1786493876.914000,767,-48,True,False
1786493876.922000,770,-48,True,False
1786493876.936000,773,-45,True,False
1786493876.943000,776,-45,True,False
1786493876.950000,779,-42,True,False
1786493876.964000,784,-42,True,False
1786493876.978000,788,-36,True,False
1786493876.985000,793,-36,False,False
1786493887.538000,801,5,False,False
1786493887.538000,801,5,True,False
1786493887.590000,804,7,True,False
1786493887.610000,810,7,True,False
1786493887.625000,812,7,True,False
1786493887.651000,816,13,True,False
1786493887.665000,821,13,True,False
1786493887.672000,824,10,True,False
1786493887.687000,827,13,True,False
1786493887.700000,830,13,True,False
1786493887.707000,832,13,True,False
1786493887.713000,837,13,True,False
1786493887.735000,841,13,True,False
1786493887.773000,844,13,True,False
1786493887.800000,847,13,True,False
1786493887.811000,847,10,True,False
1786493887.826000,848,8,True,False
1786493887.870000,852,5,True,False
1786493887.896000,855,2,True,False
1786493887.922000,855,-1,True,False
1786493887.966000,855,-4,True,False
1786493887.992000,855,-7,True,False
1786493888.005000,852,-7,True,False
1786493888.012000,852,-10,True,False
1786493888.019000,850,-10,True,False
1786493888.044000,849,-13,True,False
1786493888.062000,847,-13,True,False
1786493888.080000,847,-15,True,False
1786493888.097000,844,-20,True,False
1786493888.110000,838,-20,True,False
1786493888.116000,834,-23,True,False
1786493888.124000,832,-26,True,False
1786493888.138000,830,-26,True,False
1786493888.151000,830,-29,True,False
1786493888.158000,827,-29,True,False
1786493888.211000,823,-33,True,False
1786493888.237000,818,-33,True,False
1786493888.333000,816,-33,True,False
1786493888.351000,813,-33,True,False
1786493888.368000,811,-31,True,False
1786493888.386000,808,-28,True,False
1786493888.395000,805,-25,True,False
1786493888.421000,802,-22,True,False
1786493888.446000,802,-19,True,False
1786493888.457000,799,-19,True,False
1786493888.474000,796,-16,True,False
1786493888.491000,801,-19,True,False
1786493888.506000,799,-16,True,False
1786493888.512000,797,-15,True,False
1786493888.519000,800,-18,True,False
1786493888.526000,799,-16,True,False
1786493888.552000,799,-14,True,False
1786493888.570000,799,-11,True,False
1786493888.631000,799,-7,True,False
1786493888.644000,802,-6,True,False
1786493888.658000,802,-3,True,False
1786493888.672000,805,0,False,False
1786493889.638000,868,49,False,False
1786493889.638000,868,49,True,False
1786493889.708000,869,47,True,False
1786493889.721000,869,44,True,False
1786493889.727000,870,42,True,False
1786493889.735000,873,39,True,False
1786493889.748000,875,36,True,False
1786493889.756000,876,33,True,False
1786493889.762000,878,30,True,False
1786493889.777000,884,23,True,False
1786493889.790000,891,17,True,False
1786493889.797000,891,14,True,False
1786493889.812000,892,11,True,False
1786493889.831000,898,8,True,False
1786493889.856000,898,4,True,False
1786493889.882000,903,1,True,False
1786493889.894000,903,-5,True,False
1786493889.902000,906,-8,True,False
1786493889.926000,906,-11,True,False
1786493889.979000,906,-13,True,False
1786493889.991000,906,-15,True,False
1786493890.013000,908,-18,True,False
1786493890.066000,908,-21,True,False
1786493890.084000,908,-24,True,False
1786493890.101000,908,-27,True,False
1786493890.118000,908,-30,True,False
1786493890.135000,911,-33,True,False
1786493890.153000,911,-35,True,False
1786493890.207000,911,-38,True,False
1786493890.232000,911,-40,True,False
1786493890.373000,911,-38,True,False
1786493890.387000,910,-36,True,False
1786493890.398000,909,-29,False,False
1786493890.923000,869,43,False,False
1786493890.923000,869,43,True,False
1786493891.117000,871,43,True,False
1786493891.133000,873,49,True,False
1786493891.144000,879,49,True,False
1786493891.160000,882,49,True,False
1786493891.178000,885,52,True,False
1786493891.196000,889,55,True,False
1786493891.221000,895,55,True,False
1786493891.274000,898,56,True,False
1786493891.308000,901,56,True,False
1786493891.326000,904,56,True,False
1786493891.351000,906,56,True,False
1786493891.379000,909,56,True,False
1786493891.413000,912,56,True,False
1786493891.430000,914,56,True,False
1786493891.448000,914,53,True,False
1786493891.457000,917,53,True,False
1786493891.475000,917,50,True,False
1786493891.510000,920,50,True,False
1786493891.520000,920,47,True,False
1786493891.554000,920,45,True,False
1786493891.597000,920,42,True,False
1786493891.615000,920,39,True,False
1786493891.640000,920,36,True,False
1786493891.702000,920,34,True,False
1786493891.755000,920,32,True,False
1786493891.790000,920,29,True,False
1786493891.807000,920,26,True,False
1786493891.860000,918,26,True,False
1786493891.888000,918,24,True,False
1786493891.902000,915,24,True,False
1786493891.930000,912,22,True,False
1786493891.982000,909,22,True,False
1786493892.008000,906,19,True,False
1786493892.035000,904,19,False,False
1786493900.076000,945,74,False,False
1786493900.076000,945,74,True,False
1786493900.242000,945,71,True,False
1786493900.259000,945,69,True,False
1786493900.286000,945,66,True,False
1786493900.356000,946,63,True,False
1786493900.400000,949,59,True,False
1786493900.435000,949,56,True,False
1786493900.450000,949,53,True,False
1786493900.456000,949,50,True,False
1786493900.479000,949,47,True,False
1786493900.496000,949,44,True,False
1786493900.514000,952,42,True,False
1786493900.525000,952,39,True,False
1786493900.549000,955,36,True,False
1786493900.560000,955,33,True,False
1786493900.575000,955,30,True,False
1786493900.588000,955,27,True,False
1786493900.602000,958,23,True,False
1786493900.616000,958,20,True,False
1786493900.623000,961,17,True,False
1786493900.630000,961,14,True,False
1786493900.671000,961,8,True,False
1786493900.679000,961,3,True,False
1786493900.686000,963,-1,True,False
1786493900.705000,963,-4,True,False
1786493900.721000,965,-5,True,False
1786493900.727000,966,-7,True,False
1786493900.750000,966,-10,True,False
1786493900.768000,966,-13,True,False
1786493900.794000,965,-15,True,False
1786493900.820000,968,-19,True,False
1786493900.847000,968,-22,True,False
1786493900.859000,971,-22,True,False
1786493900.867000,971,-25,True,False
1786493900.873000,971,-22,True,False
1786493900.887000,971,-25,True,False
1786493900.900000,971,-22,True,False
1786493900.969000,974,-22,True,False
1786493901.004000,971,-14,True,False
1786493901.012000,977,-14,True,False
1786493901.074000,980,-16,True,False
1786493901.101000,982,-16,True,False
1786493901.266000,983,-14,True,False
1786493901.276000,986,-14,True,False
1786493901.293000,989,-14,True,False
1786493901.310000,989,-12,True,False
1786493901.327000,992,-12,True,False
1786493901.338000,992,-9,True,False
1786493901.345000,994,-9,True,False
1786493901.353000,997,-6,True,False
1786493901.366000,1000,-6,True,False
1786493901.381000,1000,-3,True,False
1786493901.394000,1002,-3,False,False
1786493902.028000,1007,16,False,False
1786493902.028000,1007,16,True,False
1786493902.132000,1009,16,True,False
1786493902.160000,1009,18,True,False
1786493902.172000,1009,21,True,False
1786493902.194000,1012,21,True,False
1786493902.264000,1012,23,True,False
1786493902.281000,1014,23,True,False
1786493902.306000,1015,25,True,False
1786493902.318000,1015,28,True,False
1786493902.332000,1018,28,True,False
1786493902.360000,1018,31,True,False
1786493902.373000,1020,34,True,False
1786493902.403000,1020,40,True,False
1786493902.420000,1023,43,True,False
1786493902.746000,1021,44,True,False
1786493902.806000,1020,46,True,False
1786493902.823000,1018,49,True,False
1786493902.867000,1015,49,True,False
1786493902.894000,1012,50,True,False
1786493902.919000,1009,53,True,False
1786493902.955000,1006,53,True,False
1786493903.008000,1004,56,True,False
1786493903.034000,1001,59,True,False
1786493903.235000,1001,56,True,False
1786493903.261000,1001,54,True,False
1786493903.269000,1001,51,True,False
1786493903.296000,1001,43,True,False
1786493903.311000,1001,38,True,False
1786493903.317000,1004,35,True,False
1786493903.332000,1004,32,True,False
1786493903.346000,1007,29,True,False
1786493903.359000,1010,24,True,False
1786493903.392000,1010,21,True,False
1786493903.436000,1013,18,True,False
1786493903.480000,1015,16,True,False
1786493903.506000,1015,13,True,False
1786493903.594000,1018,10,True,False
1786493903.611000,1020,7,True,False
1786493903.638000,1028,7,True,False
1786493903.655000,1031,7,True,False
1786493903.673000,1035,4,True,False
1786493903.725000,1038,4,True,False
1786493903.743000,1040,6,True,False
1786493903.755000,1043,6,True,False
1786493903.762000,1043,9,True,False
1786493903.795000,1041,14,True,False
1786493903.812000,1041,12,False,False
1786493907.164000,1061,-5,False,False
1786493907.164000,1061,-5,True,False
1786493907.392000,1065,-5,True,False
1786493907.409000,1068,-5,True,False
1786493907.421000,1071,-5,True,False
1786493907.428000,1073,-5,True,False
1786493907.435000,1077,-5,True,False
1786493907.453000,1079,-5,True,False
1786493907.470000,1085,-2,True,False
1786493907.488000,1090,-2,True,False
1786493907.524000,1093,-2,True,False
1786493907.601000,1095,-2,False,False
1786493921.188000,1120,97,False,False
1786493921.188000,1120,97,True,False
1786493921.331000,1120,95,True,False
1786493921.358000,1120,93,True,False
1786493921.374000,1120,90,True,False
1786493921.400000,1120,87,True,False
1786493921.414000,1120,84,True,False
1786493921.421000,1120,81,True,False
1786493921.435000,1120,79,True,False
1786493921.454000,1123,76,True,False
1786493921.488000,1123,73,True,False
1786493921.514000,1123,70,True,False
1786493921.532000,1123,67,True,False
1786493921.558000,1123,64,True,False
1786493921.575000,1123,62,True,False
1786493921.592000,1123,59,True,False
1786493921.602000,1123,56,True,False
1786493921.619000,1123,53,True,False
1786493921.629000,1126,50,True,False
1786493921.643000,1126,47,True,False
1786493921.650000,1126,44,True,False
1786493921.658000,1126,42,True,False
1786493921.664000,1126,39,True,False
1786493921.679000,1129,36,True,False
1786493921.692000,1129,33,True,False
1786493921.698000,1129,30,True,False
1786493921.724000,1134,17,True,False
1786493921.733000,1136,11,True,False
1786493921.747000,1136,8,True,False
1786493921.754000,1138,3,True,False
1786493921.761000,1138,0,True,False
1786493921.777000,1141,-10,True,False
1786493921.789000,1141,-17,True,False
1786493921.796000,1142,-22,True,False
1786493921.811000,1142,-25,True,False
1786493921.882000,1142,-28,True,False
1786493921.917000,1145,-30,True,False
1786493921.935000,1145,-27,True,False
1786493921.977000,1155,-19,True,False
1786493921.991000,1160,-19,True,False
1786493921.997000,1163,-19,True,False
1786493922.004000,1166,-16,True,False
1786493922.031000,1169,-14,False,False
1786493922.766000,1185,43,False,False
1786493922.766000,1185,43,True,False
1786493922.870000,1185,45,True,False
1786493923.098000,1187,44,True,False
1786493923.133000,1193,37,True,False
1786493923.151000,1199,32,True,False
1786493923.169000,1202,29,True,False
1786493923.203000,1205,26,True,False
1786493923.238000,1208,24,True,False
1786493923.264000,1208,21,True,False
1786493923.275000,1210,21,True,False
1786493923.290000,1210,18,True,False
1786493923.303000,1210,15,True,False
1786493923.343000,1210,12,True,False
1786493923.359000,1210,9,True,False
1786493923.388000,1210,6,True,False
1786493923.430000,1210,4,True,False
1786493923.450000,1208,4,True,False
1786493923.614000,1205,4,True,False
1786493923.684000,1203,4,True,False
1786493923.737000,1201,4,True,False
1786493923.754000,1198,4,True,False
1786493923.833000,1195,6,True,False
1786493923.860000,1192,9,True,False
1786493923.878000,1190,12,True,False
1786493923.938000,1187,15,True,False
1786493923.949000,1187,18,True,False
1786493923.972000,1184,21,True,False
1786493924.077000,1184,23,True,False
1786493924.122000,1184,27,True,False
1786493924.139000,1184,30,True,False
1786493924.150000,1184,33,True,False
1786493924.166000,1187,33,True,False
1786493924.192000,1187,36,True,False
1786493924.323000,1189,36,True,False
1786493924.337000,1189,39,True,False
1786493924.345000,1191,42,True,False
1786493924.357000,1194,42,True,False
1786493924.375000,1197,44,True,False
1786493924.384000,1200,44,False,False
